ID TAREA,TIPO DE TAREA,TAREA,DESCRIPCIÓN,VARIANTES,CATEGORIA,OBJETIVO,ESPACIO,SERIES,TIEMPO SERIES,TIEMPO TOTAL,MATERIAL,IMAGEN TAREA,ENLACE VIDEO DRIVE,ID_ENLACE_VIDEO_DRIVE,VIDEO_DRIVE
T70,EVOLUCIONES,RUEDA PASES - CENTRO LATERAL,"Realizamos la secuencia de pases (video) para terminar con un centro lateral y un remate. Ponemos picas, simulando defensas para que el que centra tenga que pensar donde puede poner el centro y el que tiene que rematar se mueva para atacar el balón.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN",CENTRO Y REMATE,1/2 campo,4,4,20,"BALONES , CHINOS , PICAS",TAREAS_Images/12VFDR165.IMAGEN TAREA.181129.jpg,https://drive.google.com/file/d/1A9DJTwyWgDWOmdlQClw7RBCwRzcwoVMk/view?usp=share_link,1A9DJTwyWgDWOmdlQClw7RBCwRzcwoVMk,http://drive.google.com/uc?id=1A9DJTwyWgDWOmdlQClw7RBCwRzcwoVMk
T71,EVOLUCIONES,RUEDA PASES + FINALIZACIÓN,"Realizamos la secuencia de pases, siempre con movimiento de separación del cono, para acabar con un centro y remate.",,"BENJAMIN , PREBENJAMIN",FINALIZAR,1/2 campo,3,3,12,"BALONES , CHINOS",TAREAS_Images/12VFDR166.IMAGEN TAREA.181106.jpg,https://drive.google.com/file/d/183RsCeIRuE4y4-DqkFDYpNtkPvMqykRO/view?usp=share_link,183RsCeIRuE4y4-DqkFDYpNtkPvMqykRO,http://drive.google.com/uc?id=183RsCeIRuE4y4-DqkFDYpNtkPvMqykRO
T72,EVOLUCIONES,RUEDA PASES 3 PAREDES + TIRO,"Realizamos la secuencia de pases (video) donde el jugador que realiza las paredes tiene que colocarse bien para poder jugar a un toque, para terminar con un disparo a portería en las zonas marcadas. El que finaliza tiene un control + disparo, tendrá que orientarse bien antes de recibir para poder ejecutar el disparo con rapidez.",,"CADETE , INFANTIL , ALEVIN",PAREDES,1/2 campo,4,3,15,"BALONES , CHINOS",TAREAS_Images/12VFDR167.IMAGEN TAREA.181000.jpg,https://drive.google.com/file/d/18wnfU3j6pfkZ_d8mFdfZ0y7IbmC2-CGS/view?usp=share_link,18wnfU3j6pfkZ_d8mFdfZ0y7IbmC2-CGS,http://drive.google.com/uc?id=18wnfU3j6pfkZ_d8mFdfZ0y7IbmC2-CGS
T73,EVOLUCIONES,RUEDA PASES 3º HOMBRE EN Y,Colocamos a 7 jugadores como la imagen. Doble triángulo (uno dentro del otro) realizamos la secuencia de pases buscando dejar de cara para jugar con alejado y acabamos en 1x1. Después del pase hay que moverse a donde lo he dado porque el balón vuelve y hay que seguir la secuencia.,,"CADETE , INFANTIL , ALEVIN , BENJAMIN",CREAR LÍNEA DE PASE,35x15,4,3,15,"BALONES , CHINOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR168.IMAGEN TAREA.181033.png,https://drive.google.com/file/d/1A9NnPbNYQmivXvpi7q_jV67F8P1BXdrY/view?usp=share_link,1A9NnPbNYQmivXvpi7q_jV67F8P1BXdrY,http://drive.google.com/uc?id=1A9NnPbNYQmivXvpi7q_jV67F8P1BXdrY
T74,EVOLUCIONES,RUEDA PASES PAREDES + FINALIZACIÓN,Realizamos la secuencia de pases y paredes para acabar con una finalización en portería pequeña (precisión).,,"CADETE , INFANTIL , ALEVIN , BENJAMIN",CREAR LÍNEA DE PASE,30x15,3,3,12,"BALONES , CHINOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR169.IMAGEN TAREA.181213.jpg,https://drive.google.com/file/d/19ChMNVut4l4zK8zUeu9s-3uIbnL3m-ej/view?usp=share_link,19ChMNVut4l4zK8zUeu9s-3uIbnL3m-ej,http://drive.google.com/uc?id=19ChMNVut4l4zK8zUeu9s-3uIbnL3m-ej
T75,EVOLUCIONES,SEPARARSE DEL RIVAL + FINALIZACIÓN,"Trabajamos el movimiento previo a la recepción del balón, separándonos del rival para tener tiempo y espacio para ejecutar la siguiente acción. Acabamos la rueda de pases con una finalización a portería.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN",CREAR LÍNEA DE PASE,1/2 campo,4,4,20,"BALONES , CHINOS",TAREAS_Images/12VFDR170.IMAGEN TAREA.181240.jpg,https://drive.google.com/file/d/18VKfefWSDxmhgtFHDUzzrzt5CP2seHl1/view?usp=share_link,18VKfefWSDxmhgtFHDUzzrzt5CP2seHl1,http://drive.google.com/uc?id=18VKfefWSDxmhgtFHDUzzrzt5CP2seHl1
T76,JUEGO DE FÚTBOL,2x2+1+1 PROFUNDIDAD,"Jugamos en tríos. Dos jugadores jugarán en el espacio interior (2x2) y el otro compañero estará en los fondos. Trabajaremos la profundidad, para lo que nos tendremos que apoyar en el jugador de los fondos para poder marcar gol.",Jugar en el espacio interior 3x3 y limitar los toques a los jugadores.,"CADETE , INFANTIL , ALEVIN",PROFUNDIDAD,50x25,4,3,15,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR171.IMAGEN TAREA.181739.jpg,https://drive.google.com/file/d/18-jSb3TL02OVfhP6V44HxL01RE5mb4k5/view?usp=share_link,18-jSb3TL02OVfhP6V44HxL01RE5mb4k5,http://drive.google.com/uc?id=18-jSb3TL02OVfhP6V44HxL01RE5mb4k5
T77,JUEGO DE FÚTBOL,4 PORTERIAS,"Colocamos 4 picas haciendo un cuadrado en el centro del espacio marcado. Las 4 porterías tendrán que ser defendidas por los 2 porteros. Teniendo que comunicarse entre ellos para ver quién ocupa cada una. Los jugadores para poder marcar gol tienen que dar 10 pases. Movilidad sin balón, desmarques...",,"SENIOR , JUVENIL , CADETE , INFANTIL",BASCULACIONES,60x40,4,4,20,"BALONES , CHINOS , PETOS , PICAS",TAREAS_Images/12VFDR172.IMAGEN TAREA.181851.jpg,https://drive.google.com/file/d/16UGToxQ8o-x-Q2xihSUwPNp7zW9j_f-M/view?usp=share_link,16UGToxQ8o-x-Q2xihSUwPNp7zW9j_f-M,http://drive.google.com/uc?id=16UGToxQ8o-x-Q2xihSUwPNp7zW9j_f-M
T78,JUEGO DE FÚTBOL,BUSCAR SUPERIORIDADES EN BANDA,"Jugamos dos equipos enfrentados de 8 jugadores cada equipo. Trataremos de combinar hasta encontrar superioridades en banda para poder progresar y marcar gol en porterías pequeñas. El equipo que defiende porterías pequeñas, cuando roba, tiene 10 segundos para marcar gol en portería grande.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN",BUSCAR SUPERIORIDADES,3/4 campo,4,4,20,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR173.IMAGEN TAREA.181913.jpg,https://drive.google.com/file/d/17yRrAtYInLrqvAcJhy0KIx9EzcF_CYzw/view?usp=share_link,17yRrAtYInLrqvAcJhy0KIx9EzcF_CYzw,http://drive.google.com/uc?id=17yRrAtYInLrqvAcJhy0KIx9EzcF_CYzw
T79,JUEGO DE FÚTBOL,DOBLE AREA 3 EQUIPOS,"Jugamos en 3 equipos. Dos de los equipos juegan por dentro y el otro por fuera dando apoyo al equipo en posesión del balón. Jugamos el rey de la pista, es decir, el que gana sigue dentro y el que pierde sale. Jugamos a 2 goles o 2 minutos.",,"SENIOR , JUVENIL , CADETE , INFANTIL",FINALIZAR,Doble area,4,4,20,"BALONES , CHINOS , PETOS , PORTERIA REGLAMENTARIA",TAREAS_Images/12VFDR174.IMAGEN TAREA.181954.jpg,https://drive.google.com/file/d/1AaowpItoldpLnwDT6rfeXf7whwtdUBwq/view?usp=share_link,1AaowpItoldpLnwDT6rfeXf7whwtdUBwq,http://drive.google.com/uc?id=1AaowpItoldpLnwDT6rfeXf7whwtdUBwq
T80,JUEGO DE FÚTBOL,FINALIZACIÓN + REPLIEGUE,"Se inicia con un pase de jugador rojo a naranja. El rojo saldrá en velocidad a intentar evitar que el naranja marque gol, el naranja tras controlar tendrá que intentar marcar gol. Si hay gol, el rojo defenderá en velocidad el ataque de amarillo, si no hay gol, será el naranja el que defienda el ataque del amarillo.",,"CADETE , INFANTIL , ALEVIN",REPLIEGUE,1/2 campo,4,3,15,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR175.IMAGEN TAREA.182011.png,https://drive.google.com/file/d/1760XYmkLeF8m5M5dy8g4ucW5I8qxaFrd/view?usp=share_link,1760XYmkLeF8m5M5dy8g4ucW5I8qxaFrd,http://drive.google.com/uc?id=1760XYmkLeF8m5M5dy8g4ucW5I8qxaFrd
T81,JUEGO DE FÚTBOL,POSESIÓN 2x2+1 - 2 ZONAS,"Jugamos en dos espacios un 2x2+1. El comodín va con el equipo que tenga la posesión del balón. Podemos jugar con el otro espacio cuando queramos, pero para marcar gol tenemos que conseguir 10 pases sin que el rival nos robe la posesión. Entre comodines pueden pasarse el balón y se pueden cambiar de espacio, pero nunca estar los dos en el mismo.",,"SENIOR , JUVENIL , CADETE , INFANTIL",BUSCAR SUPERIORIDADES,40x20,4,4,20,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR176.IMAGEN TAREA.182053.jpg,https://drive.google.com/file/d/19-aaM-V72pe41zU_s6osBrxWr--887QR/view?usp=share_link,19-aaM-V72pe41zU_s6osBrxWr--887QR,http://drive.google.com/uc?id=19-aaM-V72pe41zU_s6osBrxWr--887QR
T82,JUEGO DE FÚTBOL,POSESIÓN 3x3 - ATAQUE 3x2,"Iniciamos en la zona central un 3x3, el equipo que da 3 pases puede atacar la portería que le corresponde, teniendo que entrar con balón controlado uno de sus jugadores para realizar un 3x2. Si un equipo roba, puede automáticamente atacar la portería. Se cambian los jugadores cada serie.",,"JUVENIL , CADETE , INFANTIL",ATAQUE RAPIDO,Campo entero,4,4,20,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR177.IMAGEN TAREA.182129.jpg,https://drive.google.com/file/d/19RRjaBI4dJO-O4I9OoBSbmG8nSI9LkwV/view?usp=share_link,19RRjaBI4dJO-O4I9OoBSbmG8nSI9LkwV,http://drive.google.com/uc?id=19RRjaBI4dJO-O4I9OoBSbmG8nSI9LkwV
T83,JUEGO DE FÚTBOL,POSESIÓN 6x4,"Jugamos en 2 espacios a la vez, cada espacio está dividido en 2. Los que roban, solo pueden estar 2 por espacio. Los que mantienen, para poder marcar gol en portería pequeña tienen que dar 6 pases, un defensor podrá salir de la zona para intentar que no marque. Los que defienden, cuando roban, pueden atacar portería grande, un defensor podrá intentar impedir que marque gol.",,"SENIOR , JUVENIL , CADETE",MANTENER,25x12,4,4,20,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR178.IMAGEN TAREA.182147.jpg,https://drive.google.com/file/d/18oqykbzxaCGzauI8qyQKW4RoVEXhcG_z/view?usp=share_link,18oqykbzxaCGzauI8qyQKW4RoVEXhcG_z,http://drive.google.com/uc?id=18oqykbzxaCGzauI8qyQKW4RoVEXhcG_z
T84,JUEGO DE FÚTBOL,POSESIÓN POR ZONAS POR POSICIONES,"Iniciamos con jugador que está solo (central) tenemos que conseguir llegar a la zona frontal donde está el delantero vs central rival, superando rivales. Los jugadores de banda podrán participar por dentro para ayudar al medio centro, cuando su compañero de banda tenga balón o los compañeros de la banda contraria. En la zona frontal, podrán entrar un compañero a ayudar al delantero para hacer un 2x1 y conseguir el gol. Los que descansan entrarán una vez haya finalizado la acción. La acción finaliza con 2 robos de los defensores o con gol.",,"CADETE , INFANTIL , ALEVIN",BUSCAR SUPERIORIDADES,1/2 campo,4,3,15,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR179.IMAGEN TAREA.182229.jpg,https://drive.google.com/file/d/18ihBnUQ0ugdLol2SmYVQLuX90A55mu72/view?usp=share_link,18ihBnUQ0ugdLol2SmYVQLuX90A55mu72,http://drive.google.com/uc?id=18ihBnUQ0ugdLol2SmYVQLuX90A55mu72
T85,JUEGO DE FÚTBOL,PRESIÓN EN TRIOS,"Jugamos 3 tríos (9 jugadores) un trío ataca, otro defiende y otro descansa. Si el trío que ataca consigue hacer gol, atacará al trío que defiende y el que defendía se quedará descansando. Si no hacen gol, descansaran ellos y el que defendía atacara.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN",PRESIÓN,50x25,4,4,20,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR180.IMAGEN TAREA.182253.jpg,https://drive.google.com/file/d/1A_As_Pc8sJFAb0sASXEj6QPYfeiICQkT/view?usp=share_link,1A_As_Pc8sJFAb0sASXEj6QPYfeiICQkT,http://drive.google.com/uc?id=1A_As_Pc8sJFAb0sASXEj6QPYfeiICQkT
T86,JUEGO DE FÚTBOL,REGATE 1x1 - 2x2,"Iniciamos 1x1 donde tenemos que mantener el balón y conseguir entrar conduciendo entre conos (rojo + amarillo) a la señal del entrenador, jugaremos un 2x2 donde cada jugador participará en su espacio de antes, pero tendrán que pasarse el balón. Meterán gol entrando, conduciendo entre conos amarillos. Trabajaremos sobre todo la protección del balón, el regate y la defensa de paredes.",,"INFANTIL , ALEVIN , BENJAMIN",REGATE,20x15,4,3,15,"BALONES , CHINOS , PETOS",TAREAS_Images/12VFDR181.IMAGEN TAREA.182324.jpg,https://drive.google.com/file/d/16gkD3flo-08x5Ua19VRtIzLRThp9JF8h/view?usp=share_link,16gkD3flo-08x5Ua19VRtIzLRThp9JF8h,http://drive.google.com/uc?id=16gkD3flo-08x5Ua19VRtIzLRThp9JF8h
T87,JUEGO DE FÚTBOL,RONDO 4x2 + REDUCIDO 2x2,"Jugamos en 3 espacios. En los pequeños jugamos un rondo 4x2 y el grande un 2x2. Cada jugador tiene asignado un número, cuando el entrenador dice los números, los jugadores que los tengan tendrán que ir al espacio grande a jugar el 2x2, mientras que los que estaban en el espacio grande, irán a los pequeños y entrarán en el rondo a robar.",,"CADETE , INFANTIL , ALEVIN",MANTENER,7x7 / 15x15,4,4,20,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR182.IMAGEN TAREA.182430.jpg,https://drive.google.com/file/d/19DjwG-GWojazsq7LTNAIT9QoqGUMSEoR/view?usp=share_link,19DjwG-GWojazsq7LTNAIT9QoqGUMSEoR,http://drive.google.com/uc?id=19DjwG-GWojazsq7LTNAIT9QoqGUMSEoR
T88,JUEGO DE FÚTBOL,RONDO POSICIONES ,Colocamos a los jugadores por posiciones y trabajamos mantener la posesión del balón en un juego posicional.,,"CADETE , INFANTIL , ALEVIN",BUSCAR SUPERIORIDADES,1/2 campo,3,4,15,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR183.IMAGEN TAREA.182445.jpg,https://drive.google.com/file/d/17SWqoNkFb85MhHO4Y5zQQvlMfh_6p6Fu/view?usp=share_link,17SWqoNkFb85MhHO4Y5zQQvlMfh_6p6Fu,http://drive.google.com/uc?id=17SWqoNkFb85MhHO4Y5zQQvlMfh_6p6Fu
T89,JUEGO DE FÚTBOL,RUEDA DE PASES FIJAR AL RIVAL,"Realizamos la secuencia de pases (ver video) donde el jugador 4 realiza la fijación del rival (jugador 5) y elige a quien da el pase (jugador libre), este dará el ultimo pase al compañero para que finalice.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN",FIJAR RIVAL,1/2 campo,4,3,15,"BALONES , CHINOS , PICAS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR184.IMAGEN TAREA.182505.jpg,https://drive.google.com/file/d/17QFwcUBWl0DB1HUMO_T4Nb7zl8EzycF-/view?usp=share_link,17QFwcUBWl0DB1HUMO_T4Nb7zl8EzycF-,http://drive.google.com/uc?id=17QFwcUBWl0DB1HUMO_T4Nb7zl8EzycF-
T90,JUEGO DE FÚTBOL,RUEDA PASES + POSESIÓN + CENTRO LATERAL,"Realizamos 3 tareas en una, empezamos con una rueda de pases, a la señal del entrenador jugaremos una posesión 4x4+2. Si en la posesión alguno de los equipos marca gol, defenderá un centro lateral. Los jugadores que centran serán los comodines, tendrán que hacer varios pases con un jugador del equipo que ataca para elegir cuando pone el centro. En el área se jugará un 3x2 con superioridad defensiva.",,"SENIOR , JUVENIL , CADETE , INFANTIL",CENTRO Y REMATE,40x30,5,2,12,"BALONES , CHINOS , PETOS , PICAS",TAREAS_Images/12VFDR185.IMAGEN TAREA.182540.jpg,https://drive.google.com/file/d/17JlZMntt6CGhW_7_x93nSAB4rRW-3MHW/view?usp=share_link,17JlZMntt6CGhW_7_x93nSAB4rRW-3MHW,http://drive.google.com/uc?id=17JlZMntt6CGhW_7_x93nSAB4rRW-3MHW
T91,JUEGO DE FÚTBOL,TAPAR LINEAS DE PASE,"Jugamos dos equipos. Dividimos al equipo en dos, 2 jugadores se colocan detrás del equipo rival y 4 juegan frente a ellos. Tenemos que mover el balón de lado a lado hasta que podamos meter pase interior a los dos jugadores a la espalda del rival que tendrán un control y un pase para marcar gol en portería pequeña.",,"CADETE , INFANTIL , ALEVIN",TAPAR LÍNEA DE PASE,50x25,4,3,15,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR186.IMAGEN TAREA.182556.png,https://drive.google.com/file/d/16TgCS0x6Ty36ih2GIg_y3haUHn6jabMt/view?usp=share_link,16TgCS0x6Ty36ih2GIg_y3haUHn6jabMt,http://drive.google.com/uc?id=16TgCS0x6Ty36ih2GIg_y3haUHn6jabMt
T92,JUEGO DE POSICIÓN,COBERTURAS 3x3,"Jugamos 3x3 en el espacio marcado. Los azules tendrán que mover rápido el balón para intentar tirar los conos de los rojos. Los rojos, cada vez que toca el balón un rival, tiene que salir a tapar y los dos compañeros realizarán coberturas para no desproteger los conos.",Hay que tirar los máximos conos en el tiempo establecido.,"INFANTIL , ALEVIN",COBERTURAS,40x20,4,3,15,"BALONES , CHINOS , PETOS",TAREAS_Images/12VFDR187.IMAGEN TAREA.182708.jpg,https://drive.google.com/file/d/17cTmoXdMmNbJdjyFday5g3eRDoqLAGfl/view?usp=share_link,17cTmoXdMmNbJdjyFday5g3eRDoqLAGfl,http://drive.google.com/uc?id=17cTmoXdMmNbJdjyFday5g3eRDoqLAGfl
T93,JUEGO DE POSICIÓN,CONQUISTAR ESPACIOS,"Jugamos en dos equipos. Para conseguir un punto, hay que hacer una pared entre las picas y dar un pase más para mantener la posesión. No se puede repetir la pared en la misma pica dos veces. Si un equipo consigue hacer todas las picas, puntuara doble (es decir 8 puntos). Pedir movilidad, tranquilidad con balón, fijar para jugar con compañero libre, defensa de paredes...",,"SENIOR , JUVENIL , CADETE , INFANTIL",AMPLITUD,1/2 campo,4,4,20,"BALONES , CHINOS , PETOS",TAREAS_Images/12VFDR188.IMAGEN TAREA.183305.jpg,https://drive.google.com/file/d/16P1d5cnwDocXdeBAbiU-AXYAr4hOYuMP/view?usp=share_link,16P1d5cnwDocXdeBAbiU-AXYAr4hOYuMP,http://drive.google.com/uc?id=16P1d5cnwDocXdeBAbiU-AXYAr4hOYuMP
T94,JUEGO DE POSICIÓN,FIJAR RIVAL,"Jugamos un 4x2 en las zonas marcadas. El que inicia, tiene que fijar a los rivales para que quede un compañero libre y poder jugar con él. Tenemos que llegar a la zona del fondo contrario con la posesión del balón sin que nos roben. Cada 2 acciones, cambio de rol.",,"INFANTIL , ALEVIN",FIJAR RIVAL,25X12,4,3,15,"BALONES , CHINOS , PETOS",TAREAS_Images/12VFDR189.IMAGEN TAREA.183321.jpg,https://drive.google.com/file/d/19p_JubAN26qsj5lSnpOc5kRr5YFDROeu/view?usp=share_link,19p_JubAN26qsj5lSnpOc5kRr5YFDROeu,http://drive.google.com/uc?id=19p_JubAN26qsj5lSnpOc5kRr5YFDROeu
T95,JUEGO DE POSICIÓN,POSESIÓN 3 EQUIPOS - 2 ZONAS,"Jugamos en 3 equipos, el que roba, lo hace en inferioridad. Si consigue robar, tiene que jugar con el equipo que espera en zona no activa. El que mantiene cuando da 6 pases, tiene que jugar con el otro equipo en zona no activa. El equipo que pierde balón pasa a robar. Los jugadores del equipo que roba, que no están en zona activa, esperan en zona central para evitar el pase de zona a zona.",,"SENIOR , JUVENIL , CADETE , INFANTIL",CAMBIOS DE ORIENTACIÓN,50x25,4,4,20,"BALONES , CHINOS , PETOS",TAREAS_Images/12VFDR190.IMAGEN TAREA.183353.jpg,https://drive.google.com/file/d/19KQvbaa8hj9RGQLBc8jb8uVTDEdkAiy1/view?usp=share_link,19KQvbaa8hj9RGQLBc8jb8uVTDEdkAiy1,http://drive.google.com/uc?id=19KQvbaa8hj9RGQLBc8jb8uVTDEdkAiy1
T96,JUEGO LÚDICO,10 PASES MANO,"Jugamos dos equipos, los pases son con la mano, para conseguir un punto tenemos que dar 10 pases. No se puede correr con el balón en la mano.",,"ALEVIN , BENJAMIN , PREBENJAMIN",CREAR LÍNEA DE PASE,40x30,3,3,12,"BALONES , CHINOS , PETOS",TAREAS_Images/12VFDR191.IMAGEN TAREA.183612.jpg,https://drive.google.com/file/d/19gUga12Z9kzkSBNJcwItx5QILK_6TIe7/view?usp=share_link,19gUga12Z9kzkSBNJcwItx5QILK_6TIe7,http://drive.google.com/uc?id=19gUga12Z9kzkSBNJcwItx5QILK_6TIe7
T97,JUEGO LÚDICO,3 EN RAYA (VELOCIDAD),"Jugamos por parejas, cada jugador tiene que coger los conos de su color en cada zona, dar la vuelta a la pica y colocar el cono en la zona de juego para intentar colocar el 3 en raya.",,"ALEVIN , BENJAMIN , PREBENJAMIN",VELOCIDAD,20x20,4,3,15,"AROS , BALONES , CHINOS , PICAS",TAREAS_Images/12VFDR192.IMAGEN TAREA.183531.jpg,,,http://drive.google.com/uc?id=
T98,JUEGO LÚDICO,3 EN RAYA + COORDINACIÓN,"Jugamos al 3 en raya con unos aros y balones, pero además incluimos una parte de coordinación. Se cuentan las veces que se consigue 3 en raya en cada serie. En la vuelta de cada participación, al dejar el balón en el aro correspondiente, tienen que realizar los ejercicios de coordinación (vallas, picas…) no sale el siguiente compañero hasta que el ultimo no ha llegado al cono correspondiente.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN , SALA",COORDINACIÓN,20x20,4,3,15,"AROS , BALONES , CHINOS",TAREAS_Images/12VFDR193.IMAGEN TAREA.183553.jpg,https://drive.google.com/file/d/19eLo3-pK5LytZh69oRrL4Dj0XEF1Qu33/view?usp=share_link,19eLo3-pK5LytZh69oRrL4Dj0XEF1Qu33,http://drive.google.com/uc?id=19eLo3-pK5LytZh69oRrL4Dj0XEF1Qu33
T99,JUEGO LÚDICO,CABEZONES,"Jugamos en 2 equipos. Un jugador de un equipo saldrá y hará la coordinación en la escalera y rematará de cabeza el pase del compañero con la mano. Después de eso, se coloca de portero y sale un jugador del otro equipo.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",GOLPEO DE CABEZA,Area grande,3,3,12,"BALONES , CHINOS , PETOS , ESCALERA COORDINACION",TAREAS_Images/12VFDR194.IMAGEN TAREA.183634.jpg,https://drive.google.com/file/d/16Xu3hRuf4SoUwRMcoOYseC17uJmy7dfi/view?usp=share_link,16Xu3hRuf4SoUwRMcoOYseC17uJmy7dfi,http://drive.google.com/uc?id=16Xu3hRuf4SoUwRMcoOYseC17uJmy7dfi
T100,JUEGO LÚDICO,CARRERAS LOCAS,"Salimos corriendo hasta el cono, damos las vueltas que diga el entrenador e intentamos golpear el balón y marcar gol.",,"ALEVIN , BENJAMIN , PREBENJAMIN , SALA",DIVERSIÓN,15x5,3,3,12,"BALONES , CHINOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR195.IMAGEN TAREA.183654.jpg,https://drive.google.com/file/d/18vUrdNeoG9nRvHy_3wA_-Ugm72v6-exv/view?usp=share_link,18vUrdNeoG9nRvHy_3wA_-Ugm72v6-exv,http://drive.google.com/uc?id=18vUrdNeoG9nRvHy_3wA_-Ugm72v6-exv
T101,JUEGO LÚDICO,CREAR LETRAS,"Estamos todos corriendo por la zona marcada, a la señal del entrenador se juntarán haciendo la letra que diga. El grupo que lo haga mejor gana.",,"ALEVIN , BENJAMIN , PREBENJAMIN , SALA",COOPERACIÓN,30x30,3,3,12,---------,TAREAS_Images/12VFDR196.IMAGEN TAREA.183718.jpg,,,http://drive.google.com/uc?id=
T102,JUEGO LÚDICO,EL IMAN,"Nos colocamos por parejas pegados por un hombro. Él se escapa del que pilla, para librarse tiene que ponerse al lado de un compañero y será el del al lado el que tenga que escaparse del que pilla.",,"BENJAMIN , PREBENJAMIN , SALA",DIVERSIÓN,40x40,3,3,12,CHINOS,TAREAS_Images/12VFDR197.IMAGEN TAREA.183741.jpg,https://drive.google.com/file/d/179ld7sXjsydMk3sHlS0X6HQjKdBH3RTq/view?usp=share_link,179ld7sXjsydMk3sHlS0X6HQjKdBH3RTq,http://drive.google.com/uc?id=179ld7sXjsydMk3sHlS0X6HQjKdBH3RTq
T103,JUEGO LÚDICO,GATON Y RATÓN,"Nos colocamos en circulo. El que el par, tiene que tocar un compañero e intentar dar la vuelta entera al círculo y ocupar su sitio en el circulo antes de que le pille.",,"BENJAMIN , PREBENJAMIN , SALA",VELOCIDAD,15x15,3,3,12,CHINOS,TAREAS_Images/12VFDR198.IMAGEN TAREA.183812.jpg,https://drive.google.com/file/d/18mcVJ7pkNqAIYgEgkYMOLpnKGFa-lrwK/view?usp=share_link,18mcVJ7pkNqAIYgEgkYMOLpnKGFa-lrwK,http://drive.google.com/uc?id=18mcVJ7pkNqAIYgEgkYMOLpnKGFa-lrwK
T104,JUEGO LÚDICO,HABILIDAD POR EQUIPOS,"Jugamos por equipos, tendrán que meter gol en la portería pequeña sin que el balón toque el suelo. Podemos hacerlo de diferentes maneras, solo con la cabeza, con la pierna mala...",,"CADETE , INFANTIL , ALEVIN",COOPERACIÓN,20x10,3,3,12,"BALONES , CHINOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR199.IMAGEN TAREA.183833.jpg,https://drive.google.com/file/d/1AQjPCuei5T3siOi1dwuh46toinD3ONW8/view?usp=share_link,1AQjPCuei5T3siOi1dwuh46toinD3ONW8,http://drive.google.com/uc?id=1AQjPCuei5T3siOi1dwuh46toinD3ONW8
T105,JUEGO LÚDICO,LOS MULTIPLOS,Nos colocamos en circulo. Tenemos que evitar decir los múltiplos del número que diga el entrenador. El que lo diga eliminado.,,"ALEVIN , BENJAMIN",CONCENTRACIÓN,Circulo central,3,3,12,---------,TAREAS_Images/12VFDR200.IMAGEN TAREA.184120.jpg,,,http://drive.google.com/uc?id=
T106,JUEGO LÚDICO,LOS PATITOS,Jugamos por equipos. Cada equipo tendrá que ir cogidos por las manos por debajo de las rodillas. Tendrán que realizar un circuito con conos. El equipo que llega primero gana.,,"BENJAMIN , PREBENJAMIN , SALA",COOPERACIÓN,15x5,3,3,12,CHINOS,TAREAS_Images/12VFDR201.IMAGEN TAREA.184143.jpg,https://drive.google.com/file/d/19KuSim1TTEi88CTOzcKkpDSHDPYZWC7-/view?usp=share_link,19KuSim1TTEi88CTOzcKkpDSHDPYZWC7-,http://drive.google.com/uc?id=19KuSim1TTEi88CTOzcKkpDSHDPYZWC7-
